sr,activity_id,sr_problem_description,component_area,final_service_action_code,service_request_number,action_code,activity_type,activity_type_std,asset_install_date,cause,component_subsystem,component_sub_area,corrective_repair_flag,installed_country,modality,modality_grouping,current_modality,problem.1,problem_code,problem_duplicated,problem_found,psi_code,resolution_code_action_taken,service_request_status,service_request_type,service_request_type_std,date,time1,sr_close_date,sr_error_description,sr_error_flag,date,time2,sr_open_date,system_id
919,a1K8b00000QUYPuEAP,PERDIDA DE ACEITE DE TUBO,,,7446167,,Field Service,Field Service,DEC-06-2017,"Falla en tubo, rotura de membrana interna, lo cual ocasiono bote de aceite y perdida de vacio en el tubo.",Host machine,,Y,Chile,MRI,,,PERDIDA DE ACEITE DE TUBO,,,PERDIDA DE ACEITE DE TUBO,CSPG52,"Se realiza revision de tubo de rayos x, encontrandose trazas de aceite en pequeñas porciones de forma preliminar se puede presumir falla en tubo, sin embargo no arroja ningun error hasta ahora de forma pro- activa y preventiva se realiza solicitud de tubo de rayos-x, sin embargo el equipo puede seguir operando de forma normal hasta que demuestre indicios de falla... Se entrega equipo operativo a usuarios y se realiza solicitud de repuesto de forma preventiva ante cualquier eventual falla... se determina falla en tubo de rayos-x, se requiere reemplazo;;19-08-2022 Se acude a sitio juanto a ing Romer Sayas para realizar el reemplazo del Tubo de Rx, el cual se realizó con exito de acuerdo a procedimiento de fábrica, contemplando los siguiente.;;- Reemplazo tubo.;- alineamiento en eje X y Z;- test de balanceo;- calibración de colimador;- calibración detallada;- certificación de tubo;- Meter verification;- Focal spot transfer function;- hot iso alignment;- GSI detailed cal;- fast cal;- system scanning test;- quality assurance test;- new tube config;- save generator runtime;- save system state;;Equipo es calibrado con éxito y es entregado a cliente operativo y listo para uso clínico.",Fixed,Corrective Repair,Corrective Repair,14-05-2018,16:54,14-05-2018 16:54,,VALID,14-05-2018,15:41,14-05-2018 15:41,CT9939CL
920,a1K8b00000QV8waEAD,"Tudo aquecendo rapido, no segundo exame a maquina pede para aguardar enquanto resfria.",,,7500082,,Remote Service,Remote Service,NOV-11-2012,Procedimento de preparação do equipamento sendo executado fora das recomendações do manual de operações.,Tube,,Y,Brazil,CT,,,"Tudo aquecendo rapido, no segundo exame a maquina pede para aguardar enquanto resfria.",,,Equipamento pedindo otimização durante exames.,CSPE23,"Caso discutido com o cliente, Sr. Luidy Carvalho, para entender melhor o problema e coletar detalhes. Verificado histórico do sistema para problemas recorrentes. Conectado via insite. Analisado a configuração do sistema e logs de erros.
O cliente relata que a maquina está pedindo otimização nos exames logo no início da operação. Identifiquei que o cliente está realizando procedimentos a mais no inicio do dia. Ele aquece o tubo , calibra e depois aquece o tubo novamente. 
O cliente foi orientado seguindo as informações do manual de operações e a maquina ficará em observação.
31/08/2022 - Após dois dias de monitoramento o cliente seguiu as as recomendações e o problema foi solucionado",Closed,Corrective Repair,Corrective Repair,15-05-2018,20:22,15-05-2018 20:22,,VALID,15-05-2018,01:06,15-05-2018 01:06,CTSXCT00028
921,a1K8b00000QUgPTEA1,Luz de seguracao(vermelha) nao ta funcionado.,,,7455108,,Field Service,Field Service,DEC-10-2008,Mau contato,Detector,,Y,Brazil,CT,,,Luz de seguracao(vermelha) nao ta funcionado.,,,Lâmpada de emergência nao liga,CSPG01,"Verificação e testes, havia mau contato na ligação do borne da PDU",Fixed,Corrective Repair,Corrective Repair,15-05-2018,05:50,15-05-2018 05:50,,VALID,15-05-2018,02:13,15-05-2018 02:13,2766524
922,a1K8b00000QVRepEAH,Case para debrief da peça 5350798-2,,,7522546,,Field Service,Field Service,OCT-26-2012,PEÇAS UTILIZADAS NA PREVENTIVA DO CT,Tube,,Y,Brazil,CT,CT,CT,Case para debrief da peça 5350798-2,,,PEÇAS UTILIZADAS NA PREVENTIVA DO CT,CSPG52,PEÇAS UTILIZADAS NA PREVENTIVA NA QUAL ESTAVAM COM ESCOVAS DANIFICAS PARA BAIXO SINAL,Closed,Corrective Repair,Corrective Repair,15-05-2018,02:40,15-05-2018 02:40,,VALID,15-05-2018,04:17,15-05-2018 04:17,CT428317CN2
923,a1K8b00000QUsxeEAD,No tube usage data received for more than 14 days,,,7468542,,Remote Service,Remote Service,APR-01-2016,No tube usage data received for more than 14 days,Host machine,,Y,Peru,MRI,,,No tube usage data received for more than 14 days,,,No tube usage data received for more than 14 days,CSRV01,The prodiags schedule was rescheduled. Adjusted task schedules,Closed,Corrective Repair,Corrective Repair,15-05-2018,06:47,15-05-2018 06:47,,VALID,15-05-2018,04:50,15-05-2018 04:50,CT444156CN4
924,a1K8b00000QUYEbEAP,"EQUIPO NO PERMITE TOMAR ESTUDIOS, NO DA RAYOS, ABORTA EL DISPARO. SE REALIZA REINICIO COMPLETO DEL SISTEMA.  SE REALIZAN PRUEBAS EN EL JEDI, NO PERMITE REALIZAR PRUEBAS DE kV, ROTOR, HEATER DIAGNOSTICS NI GENERATOR TOOL.  SE REVISA LOG DE ERRORES Y SE DETECTA ALARMA DE VOLTAJE DESBALANCEADO.  
 Image:NONE-NONE-NONE",,,7409287,,Field Service,Field Service,APR-19-2005,Transofmrador Jedi dañado y encoder dañado,Detector,,Y,Mexico HQ,CT,,,"EQUIPO NO PERMITE TOMAR ESTUDIOS, NO DA RAYOS, ABORTA EL DISPARO. SE REALIZA REINICIO COMPLETO DEL SISTEMA.  SE REALIZAN PRUEBAS EN EL JEDI, NO PERMITE REALIZAR PRUEBAS DE kV, ROTOR, HEATER DIAGNOSTICS NI GENERATOR TOOL.  SE REVISA LOG DE ERRORES Y SE DETECTA ALARMA DE VOLTAJE DESBALANCEADO.  
 Image:NONE-NONE-NONE",,,Falla de JEDI,CSPE01,"Se realiza remplazo de transformador de alto voltaje JEDI , se realizan calibraciones de filamento y remplazo de actuador mesa. Pruebas de funcionamiento exitosas.;18 agosto se reporta falla en mesa se revisa y se encuentra que encoder de mesa presenta falla , se ordena pieza .equipo no operativo .",Closed,Corrective Repair,Corrective Repair,15-05-2018,11:36,15-05-2018 11:36,,VALID,15-05-2018,07:12,15-05-2018 07:12,57CTLS16
925,a1K8b00000QUTxIEAX,Se detectan artefactos con forma circular en los cortes de la imagen,,,7389510,,Service Task,Field Service,FEB-04-2019,,Magnet,,Y,Mexico HQ,MRI,,,Se detectan artefactos con forma circular en los cortes de la imagen,,,,CSEC12,"Revisión de imagenes, se encuentran artefactos en imagenes de cráneo. Se realiza limpieza de superficie del detector, limpieza interna del colimador y calibración detallada. Se corren diagnosticos al DAS sin problema.",Closed,Corrective Repair,Corrective Repair,15-05-2018,18:34,15-05-2018 18:34,,VALID,15-05-2018,07:55,15-05-2018 07:55,CT585956GE4
926,a1K8b00000QUzu0EAD,"Revisar el circuito de alimentación del bus DC del generador de alta tensión del CT, comenzando el recorrido por los res Kxg y Kss en la PDU. Esto, dado que en la revisión de este equipo se encontró esta alerta y puede afectar el tubo y otros elem",,,7477390,,Field Service,Field Service,JUL-11-2019,Revision General del Sistema de Alta Tensiòn.,Tube,,Y,Argentina,CT,,,"Revisar el circuito de alimentación del bus DC del generador de alta tensión del CT, comenzando el recorrido por los res Kxg y Kss en la PDU. Esto, dado que en la revisión de este equipo se encontró esta alerta y puede afectar el tubo y otros elem",,,"Revisar el circuito de alimentación del bus DC del generador de alta tensión del CT, comenzando el recorrido por los res Kxg y Kss en la PDU / No Hubo Pacientes Implicados.",CSPL19,Se realiza Chequeo del Sistema de Alta Tensiòn del CT.;Se ajustan Interconexiones en el PDU. (res Kxg / Kss / Se chequean Fusibles en PDU) Todas las Conexiones Ajustadas.;Test No Load Kv. Test Pass.;Test Kv&mA. Test Pass. Cuentas de Spits Similares en todas las combinaciones de Tecnicas.;Heater Diagnostico. Test Pass.;Pruebas de Imagenes con Phantom. Imagenes realizadas exitosamente.;Equipo Operativo.;;Observaciòn: Tubo Cuenta con 9324 Pacientes.;Version de Software: 16HW14.9_SP1-0,Closed,Corrective Repair,Corrective Repair,15-05-2018,14:45,15-05-2018 14:45,,VALID,15-05-2018,08:14,15-05-2018 08:14,CT5746AR
927,a1K8b00000QUQ6sEAH,Case para debrief de peça,,,7402416,,Field Service,Field Service,SEP-24-2015,Debrief de peça,Detector,,Y,Brazil,CT,,,Case para debrief de peça,,,Debrief de peça,CSPE55,Debrief de peça,Closed,Corrective Repair,Corrective Repair,15-05-2018,10:29,15-05-2018 10:29,,VALID,15-05-2018,09:17,15-05-2018 09:17,CT347767HM6
928,a1K8b00000QVN0KEAX,"Performance // Após queda de energia, equipamento apresentando erro ao reiniciar",,,7513508,,Field Service,Field Service,APR-11-2013,Software corrompido,Host machine,,Y,Brazil,MRI,,,"Performance // Após queda de energia, equipamento apresentando erro ao reiniciar",,,Software corrompido,CSPE59,Realizada instalação de software conforme procedimentos descritos no manual de serviços após intervenção foram realizados testes funcionais e o equipamento foi liberado para uso,Closed,Corrective Repair,Corrective Repair,15-05-2018,12:38,15-05-2018 12:38,,VALID,15-05-2018,10:32,15-05-2018 10:32,CT324857HM2
929,a1K8b00000QV4GlEAL,System no reboot for more than 8 days,,,7495360,,Remote Service,Remote Service,JAN-31-2019,8 days without reboot,Magnet,,Y,Argentina,MRI,,,System no reboot for more than 8 days,,,8 days without reboot,CSPH26,"Review booting dates, confirm detection, message sent to console operator",Closed,Corrective Repair,Corrective Repair,15-05-2018,06:08,15-05-2018 06:08,,VALID,15-05-2018,12:07,15-05-2018 12:07,CT9420AR
930,a1K8b00000QVhjLEAT,Requiere cambio de ae title,,,7540777,,Remote Service,Remote Service,APR-01-2011,Cambio de aetitle,Magnet,,Y,Mexico HQ,MRI,,,Requiere cambio de ae title,,,Cambio de aetitle,CUPBA1,Cambio de aetitle,Closed,Corrective Repair,Corrective Repair,15-05-2018,00:06,15-05-2018 00:06,,VALID,15-05-2018,12:57,15-05-2018 12:57,2867734VCT
931,a1K8b00000QUtufEAD,"No funcionan correctamente los pedales para mover la mesa. el ingeniero 	
Omar Dosamantes detecto la falla en el PM solicito abrir el caso para poder pedir las piezas el cual fue 07458434 el cual procedieron a cerrar ya que mencionaron la falla no se presento en esos dias, sin embargo esta falla no esta completamente resuelta",,,7469289,,Field Service,Field Service,DEC-30-2015,Switch dañados.,Magnet,,Y,Mexico HQ,MRI,,,"No funcionan correctamente los pedales para mover la mesa. el ingeniero 	
Omar Dosamantes detecto la falla en el PM solicito abrir el caso para poder pedir las piezas el cual fue 07458434 el cual procedieron a cerrar ya que mencionaron la falla no se presento en esos dias, sin embargo esta falla no esta completamente resuelta",,,La mesa no se movió.,CSPE26,Se remplaza foot switch de acuerdo al manual 5193755-800. Para este servicio no se utilizaron herramientas calibrables.,Closed,Corrective Repair,Corrective Repair,15-05-2018,11:52,15-05-2018 11:52,,VALID,15-05-2018,14:54,15-05-2018 14:54,CT27455YC5
932,a1K8b00000QU0pnEAD,"Enciende y se vuelve apagar, no deja ver ninguna opción.",,,7326992,,Field Service,Field Service,OCT-06-2009,TARJETA DISPLAY Y TGP,Host machine,,Y,Mexico HQ,MRI,,,"Enciende y se vuelve apagar, no deja ver ninguna opción.",,,SE RESETEA EL GANTRY,CSPE23,REEMPLAZO DE DISPLAY Y TARJETA TGP EN GANTRY. CONFIGURACION. MANUAL DE SERVICIO: 5350501-8EN,Closed,Corrective Repair,Corrective Repair,15-05-2018,19:34,15-05-2018 19:34,,VALID,15-05-2018,15:08,15-05-2018 15:08,5747ELITE
933,a1K8b00000QUJVDEA5,One error - either Over Temperature or Over Pressure,,,7362541,,Remote Service,Remote Service,OCT-29-2012,"- Rule ID: CTx00350
- Rule Description : One error - either Over Temperature or Over Pressure",Magnet,,Y,Mexico HQ,MRI,,,One error - either Over Temperature or Over Pressure,,,#NAME?,CSPE62,"- Se genera reporte de alto voltaje confirmando necesidad de revisar sistema intercambiador de calor en el tubo
- Se obtiene registro del sistema y se confirma que es en las calibraciones diarias donde se esta detonando los eventos de calentamiento
- Se observa historial del equipo y se ha realizado asignacion a equipo local",Closed,Corrective Repair,Corrective Repair,15-05-2018,16:11,15-05-2018 16:11,,VALID,15-05-2018,16:29,15-05-2018 16:29,CT429570CN5
934,a1K8b00000QUJnPEAX,Aparecendo muitos artefatos nas imagens.,,,7362672,,Field Service,Field Service,NOV-11-2012,Tubo,Magnet,,Y,Brazil,MRI,,,Aparecendo muitos artefatos nas imagens.,,,Spits seguidos de artefatos,CSPE23,"08-08-2022 - Realizado testes de no load kv e inicialmente não passou, após verificação padrão das velas e óleo, os testes passaram, após heat & soak e calibrações de filamento, o equipamento voltou a funcionar, liberamos para uso após second opinion do suporte,  iremos monitorar o equipamento por 1 semana.

Equipamento parou 1 hora após a manutenção, e o diagnóstico confirmou o problema no tubo de raios x.

10-08-2022 - Realizado Substituição do tubo, alinhamento e calibrações;
11-08-2022 - Realizado calibração detalhada conforme manual de serviço, e o equipamento foi liberado para uso sem restrições.",Closed,Corrective Repair,Corrective Repair,15-05-2018,05:02,15-05-2018 05:02,,VALID,15-05-2018,16:49,15-05-2018 16:49,CTSXCT00028
935,a1K8b00000QVgrSEAT,System no reboot for more than 8 days,,,7539319,,Remote Service,Remote Service,APR-11-2013,"Equipamento não reiniciado diariamente, conforme indicado no manual do usuário.",Detector,,Y,Brazil,CT,,,System no reboot for more than 8 days,,,Chamado proativo indica que o equipamento ficou mais de 8 dias sem ser reiniciado.,CSPE59,Acesso remoto realizado para análise do sistema. Equipamento ligado há 2:10.,Closed,Corrective Repair,Corrective Repair,15-05-2018,05:12,15-05-2018 05:12,,VALID,15-05-2018,17:03,15-05-2018 17:03,CT324857HM2
936,a1K8b00000QV9gIEAT,No deja ver las imagenes del scaner y aparte marca error de : Error de procesamiento interno consulte el registro de errores para mas detalles.,,,7500501,,Field Service,Field Service,MAY-21-2020,Daño en discos duros.,Host machine,,Y,Mexico HQ,MRI,,,No deja ver las imagenes del scaner y aparte marca error de : Error de procesamiento interno consulte el registro de errores para mas detalles.,,,"El equipo no muestra las imagenes mientras escanea, además de cuando se intenta reprocesar, marca error.",CSEC12,"ACCIONES AL EQUIPO: ;Se revisa estado S.M.A.R.T. de los discos duros y se encuentran problemas en varios sectores de estos, se reemplazan por unidades nuevas, se procede a realizar una recarga de software al equipo. ;No se utiliza ninguna herramienta calibrable. ;se utiliza manual 5487125-8EN Revolution ACTs Service Methods (Adv) de referencia.;Una vez reemplazados los discos y con software funcional se hacen pruebas y el equipo trabaja normalmente.;ACCIONES GENERALES: Se envian todos los pacientes pendientes por enviar para que no se pierdan.",Closed,Corrective Repair,Corrective Repair,15-05-2018,21:17,15-05-2018 21:17,,VALID,15-05-2018,18:15,15-05-2018 18:15,CE6QG2000007HM
937,a1K8b00000QU8LwEAL,Marca error al momento de grabar un cd.,,,7352247,,Field Service,Field Service,JUN-15-2012,Desgaste por uso,Host machine,,Y,Mexico HQ,MRI,CT,CT,Marca error al momento de grabar un cd.,,,Problema de unidad de disco,CUPBA6,se realiza cambio de unidad,Closed,Corrective Repair,Corrective Repair,15-05-2018,00:54,15-05-2018 00:54,,VALID,15-05-2018,19:34,15-05-2018 19:34,CT290493HM6
938,a1K8b00000QVSKmEAP,System no reboot for more than 8 days,,,7523148,,Remote Service,Remote Service,SEP-06-2013,"- Rule ID: CTx00311
- Rule Description: System no reboot for more than 8 days
- Equipo con 8 dias (+9 horas) sin reinicio",Host machine,,Y,Mexico HQ,MRI,,,System no reboot for more than 8 days,,,#NAME?,CUPBA6,"- Verificacion de ultimos reinicios:

Sun Aug 14 08:13:25 2022
Mon Aug 15 06:02:10 2022
Thu Aug 18 06:10:39 2022
Mon Aug 22 07:03:18 2022
Sun Aug 28 09:08:25 2022

- Equipo con 8 dias (+9 horas) sin reinicio
- Con mensaje de consola para los operadores, se solicita el reinicio del equipo.
- Equipo reiniciado exitosamente: Mon Sep  5 18:40:51 2022",Closed,Corrective Repair,Corrective Repair,15-05-2018,03:52,15-05-2018 03:52,,VALID,15-05-2018,21:35,15-05-2018 21:35,CT340151HM0
939,a1K8b00000QVRNoEAP,"Nao esta conseguindo fazer exame primeiro apareceu scan interrompido pelo scanner e agora a mesa nao quer entrar precisamos de urgencia no atendimento.
 Image:NONE-NONE-NONE",,,7519760,,Field Service,Field Service,FEB-12-2019,Falha de isolamento nos conectores e mecanismo de movimentação do berço da mesa,Host machine,,Y,Brazil,MRI,,,"Nao esta conseguindo fazer exame primeiro apareceu scan interrompido pelo scanner e agora a mesa nao quer entrar precisamos de urgencia no atendimento.
 Image:NONE-NONE-NONE",,,Equipamento abortando scan no aquecimento do tubo impossibilitando a realização  de exames;Foi identificado a perda do óleo isolante nos  conectores de alta tensão e observado travamentos no movimento in out da mesa.,CSPL39,Realizado à substituição do óleo isolante dos conectores do  tubo e hermit para correção das falha de sips de HV. Após essa ação foi realizado aquecimento do Tubo e calibração Fast Call com sucesso . ;Verificado a falha no movimento in out da mesa foi necessário a substituição do mecanismo da cluth e ajuste no tampo .após a substituição foram realizados diversos testes e não foi mais observado a falha na movimentação do berço .;Equipamento liberado para uso .,Closed,Corrective Repair,Corrective Repair,16-05-2018,14:41,16-05-2018 14:41,,VALID,16-05-2018,00:51,16-05-2018 00:51,CJRBS1800016CN
940,a1K8b00000QUTlWEAX,System no reboot for more than 8 days,,,7409810,,Remote Service,Remote Service,DEC-18-2020,8 days without reboot,Tube,,Y,Puerto Rico,CT,,,System no reboot for more than 8 days,,,8 days without reboot,CSPL63,"Review booting dates, confirm detection, message sent to console operator",Closed,Corrective Repair,Corrective Repair,16-05-2018,16:37,16-05-2018 16:37,,VALID,16-05-2018,01:08,16-05-2018 01:08,CBDMG2000079HM
941,a1K8b00000QUe2BEAT,Performance//Mesa travada,,,7452263,,Field Service,Field Service,JUL-16-2010,Falha nos componentes que foram trocados,Host machine,,Y,Brazil,MRI,,,Performance//Mesa travada,,,Falha na mesa,CSPG35,Realizado troca dos componentes responsáveis pela falha,Closed,Corrective Repair,Corrective Repair,16-05-2018,06:39,16-05-2018 06:39,,VALID,16-05-2018,02:09,16-05-2018 02:09,2853904
